,a1,a2,a3,agency,h2,h3,h4,h5,suburb,t1,t2,t3,t4,u1,u2,u3,u4
3331,,,,Alex Scott & Staff,,,,,St Kilda East,,,,,,,,
3332,341500.0,,,Jellis Craig ,,,,,St Kilda East,,,,,,,,
3333,,,,PRDnationwide,,,,,St Kilda East,,,,,,,,
3334,,,,PRD Nationwide,,,,,St Kilda East,,,,,,,,
3335,,,,Miles Real Estate,,,,,St Kilda East,,,,,,,,
3336,372000.0,559250.0,,Gary Peer & Associates,,,,,St Kilda East,,,,,,,,
3337,,,,Love & Co,,,,,St Kilda East,,,,,,,,
3338,,,,Ray White Oakleigh,,,,,St Kilda East,,,,,,,,
3339,,,,Morrison Kleeman Estate Agents Greensborough Doreen,,,,,St Kilda East,,,,,,,,
3340,,,,Landmark Harcourts,,,,,St Kilda East,,,,,,,,
3341,,,,Ray White ,,,,,St Kilda East,,,,,,,,
3342,,,,Professionals Methven Group,,,,,St Kilda East,,,,,,,,
3343,,,,Kay & Burton,,,,,St Kilda East,,,995000.0,,,,,
3344,,,,Jas Stephens Real Estate,,,,,St Kilda East,,,,,,,,
3345,,,,First National Real Estate Neilson Partners,,,,,St Kilda East,,,,,,,,
3346,,,,Clark NextRE,,,,,St Kilda East,,,,,,,,
3347,,,,Professionals,,,,,St Kilda East,,,,,,,,
3348,,,,Ballarat Real Estate,,,,,St Kilda East,,,,,,,,
3349,,,,Elders Real Estate,,,,,St Kilda East,,,,,,,,
3350,,,,Ray White,351416.6666666667,457340.9090909091,545055.5555555555,605000.0,Grovedale,,433000.0,,,,305000.0,,
3351,,,,Barry Plant,,466200.0,525642.8571428572,,Grovedale,,,475000.0,,,351766.6666666667,,
3352,,,,None,,,,,Grovedale,,,,,,,,
3353,,,,hockingstuart,,,,,Grovedale,,,,,,,,
3354,,,,Stockdale & Leggo,,,,,Grovedale,,,,,,,,
3355,,,,Nelson Alexander,,,,,Grovedale,,,,,,,,
3356,,,,Harcourts,,470000.0,,,Grovedale,,,,,,,,
3357,,,,Buxton,,490797.95454545453,565057.8947368421,592666.6666666666,Grovedale,,371500.0,,,,369250.0,,
3358,,,,LJ Hooker,,,,,Grovedale,,,,,,,,
3359,,,,Jellis Craig,,,,,Grovedale,,,,,,,,
3360,,,,Biggin & Scott,,,,,Grovedale,,,,,,,,
3361,,,,OBrien Real Estate,,,,,Grovedale,,,,,,,,
3362,,,,Fletchers,,,,,Grovedale,,,,,,,,
3363,,,,Eview Group,,,,,Grovedale,,,,,,,,
3364,,,,Raine & Horne,,,,,Grovedale,,,,,,,,
3365,,,,Woodards,,,,,Grovedale,,,,,,,,
3366,,,,McGrath,,493500.0,505000.0,,Grovedale,,390000.0,,,,347000.0,,
3367,,,,Marshall White,,,,,Grovedale,,,,,,,,
3368,,,,Hodges,,491166.6666666667,532500.0,,Grovedale,,,,,,,,
3369,,,,Jellis Craig & Company Pty Ltd,,,,,Grovedale,,,,,,,,
3370,,,,Noel Jones,,,,,Grovedale,,,,,,,,
3371,,,,RT Edgar,,,565000.0,,Grovedale,,,,,,,,
3372,,,,Philip Webb,,,,,Grovedale,,,,,,,,
3373,,,,Bell Real Estate,,,,,Grovedale,,,,,,,,
3374,,,,hockingstuart ,,,,,Grovedale,,,,,,,,
3375,,,,Sweeney Estate Agents,,,,,Grovedale,,,,,,,,
3376,,,,Brad Teal Real Estate,,,,,Grovedale,,,,,,,,
3377,,,,Grant's Estate Agents,,,,,Grovedale,,,,,,,,
3378,,,,Barry Plant ,,,,,Grovedale,,,,,,,,
3379,,,,Hayeswinckle,379000.0,481664.70588235295,577500.0,,Grovedale,,,,,250000.0,362000.0,,
3380,,,,Harcourts Rata & Co,,,,,Grovedale,,,,,,,,
3381,,,,Alex Scott & Staff,,,,,Grovedale,,,,,,,,
3382,,,,Jellis Craig ,,,,,Grovedale,,,,,,,,
3383,,,,PRDnationwide,,,,,Grovedale,,,,,,,,
3384,,,,PRD Nationwide,,,,,Grovedale,,,,,,,,
3385,,,,Miles Real Estate,,,,,Grovedale,,,,,,,,
3386,,,,Gary Peer & Associates,,,,,Grovedale,,,,,,,,
3387,,,,Love & Co,,,,,Grovedale,,,,,,,,
3388,,,,Ray White Oakleigh,,,,,Grovedale,,,,,,,,
3389,,,,Morrison Kleeman Estate Agents Greensborough Doreen,,,,,Grovedale,,,,,,,,
3390,,,,Landmark Harcourts,,,,,Grovedale,,,,,,,,
3391,,,,Ray White ,,,,,Grovedale,,,,,,,,
3392,,,,Professionals Methven Group,,,,,Grovedale,,,,,,,,
3393,,,,Kay & Burton,,,,,Grovedale,,,,,,,,
3394,,,,Jas Stephens Real Estate,,,,,Grovedale,,,,,,,,
3395,,,,First National Real Estate Neilson Partners,,,,,Grovedale,,,,,,,,
3396,,,,Clark NextRE,,,,,Grovedale,,,,,,,,
3397,,,,Professionals,,,,,Grovedale,,,,,,,,
3398,,,,Ballarat Real Estate,,,,,Grovedale,,,,,,,,
3399,,,,Elders Real Estate,,,,,Grovedale,,,,,,,,
3400,,,,Ray White,,533000.0,639928.5714285715,,Roxburgh Park,,389000.0,466333.3333333333,,,372000.0,,
3401,,,,Barry Plant,,,,,Roxburgh Park,,,,,,,,
3402,,,,None,,,,,Roxburgh Park,,,412500.0,,,,,
3403,,,,hockingstuart,,,575000.0,,Roxburgh Park,,,,,,,,
3404,,,,Stockdale & Leggo,,,,,Roxburgh Park,,,,,,,,
3405,,,,Nelson Alexander,,530000.0,,,Roxburgh Park,,,,,,,,
3406,,,,Harcourts,,,,,Roxburgh Park,,,,,,,,
3407,,,,Buxton,,,,,Roxburgh Park,,,,,,,,
3408,,,,LJ Hooker,,,690000.0,,Roxburgh Park,,,,450000.0,,,,
3409,,,,Jellis Craig,,,,,Roxburgh Park,,,,,,,,
3410,,,,Biggin & Scott,,,605000.0,,Roxburgh Park,,,,,,,,
3411,,,,OBrien Real Estate,,536500.0,,,Roxburgh Park,,,,,,,,
3412,,,,Fletchers,,,,,Roxburgh Park,,,,,,,,
3413,,,,Eview Group,,,,,Roxburgh Park,,,,,,,,
3414,,,,Raine & Horne,358750.0,497471.4285714286,577466.6666666666,647500.0,Roxburgh Park,,,,,,,,
3415,,,,Woodards,,,,,Roxburgh Park,,,,,,,,
3416,,,,McGrath,,,,,Roxburgh Park,,,,,,,,
3417,,,,Marshall White,,,,,Roxburgh Park,,,,,,,,
3418,,,,Hodges,,,,,Roxburgh Park,,,,,,,,
3419,,,,Jellis Craig & Company Pty Ltd,,,,,Roxburgh Park,,,,,,,,
3420,,,,Noel Jones,,,,,Roxburgh Park,,,,,,,,
3421,,,,RT Edgar,,,,,Roxburgh Park,,,,,,,,
3422,,,,Philip Webb,,,,,Roxburgh Park,,,,,,,,
3423,,,,Bell Real Estate,,,,,Roxburgh Park,,,,,,,,
3424,,,,hockingstuart ,,,,,Roxburgh Park,,,,,,,,
3425,,,,Sweeney Estate Agents,,,,,Roxburgh Park,,,,,,,,
3426,,,,Brad Teal Real Estate,,,,,Roxburgh Park,,,,,,,,
3427,,,,Grant's Estate Agents,,,,,Roxburgh Park,,,,,,,,
3428,,,,Barry Plant ,391500.0,518000.0,572000.0,572000.0,Roxburgh Park,,,,,,,455000.0,
3429,,,,Hayeswinckle,,,,,Roxburgh Park,,,,,,,,
3430,,,,Harcourts Rata & Co,,,466000.0,,Roxburgh Park,,,359000.0,,,,,
3431,,,,Alex Scott & Staff,,,,,Roxburgh Park,,,,,,,,
3432,,,,Jellis Craig ,,,,,Roxburgh Park,,,,,,,,
3433,,,,PRDnationwide,,,,,Roxburgh Park,,,,,,,,
3434,,,,PRD Nationwide,,,,,Roxburgh Park,,,,,,,,
3435,,,,Miles Real Estate,,,,,Roxburgh Park,,,,,,,,
3436,,,,Gary Peer & Associates,,,,,Roxburgh Park,,,,,,,,
3437,,,,Love & Co,,,590000.0,,Roxburgh Park,,,,,,,,
3438,,,,Ray White Oakleigh,,,,,Roxburgh Park,,,,,,,,
3439,,,,Morrison Kleeman Estate Agents Greensborough Doreen,,,,,Roxburgh Park,,,,,,,,
3440,,,,Landmark Harcourts,,,,,Roxburgh Park,,,,,,,,
3441,,,,Ray White ,,,,,Roxburgh Park,,,,,,,,
3442,,,,Professionals Methven Group,,,,,Roxburgh Park,,,,,,,,
3443,,,,Kay & Burton,,,,,Roxburgh Park,,,,,,,,
3444,,,,Jas Stephens Real Estate,,,,,Roxburgh Park,,,,,,,,
3445,,,,First National Real Estate Neilson Partners,,,,,Roxburgh Park,,,,,,,,
3446,,,,Clark NextRE,,,,,Roxburgh Park,,,,,,,,
3447,,,,Professionals,,,,,Roxburgh Park,,,,,,,,
3448,,,,Ballarat Real Estate,,,,,Roxburgh Park,,,,,,,,
3449,,,,Elders Real Estate,,,,,Roxburgh Park,,,,,,,,
3450,,,,Ray White,,,,,Mount Eliza,,,,,300000.0,,,
3451,,,,Barry Plant,,1293333.3333333333,,,Mount Eliza,,,,,,,,
3452,,,,None,,,1427000.0,,Mount Eliza,,,,,,,,
3453,,,,hockingstuart,,,,,Mount Eliza,,,,,,,,
3454,,,,Stockdale & Leggo,,,,,Mount Eliza,,,,,,,,
3455,,,,Nelson Alexander,,,,,Mount Eliza,,,,,,,,
3456,,,,Harcourts,,,,,Mount Eliza,,,,,,455000.0,,
3457,,,,Buxton,,,,,Mount Eliza,,,,,,,,
3458,,,,LJ Hooker,,,,,Mount Eliza,,,,,,,,
3459,,,,Jellis Craig,,,,,Mount Eliza,,,,,,,,
3460,,,,Biggin & Scott,,,,,Mount Eliza,,,,,,,,
3461,,,,OBrien Real Estate,,,,1210000.0,Mount Eliza,,,,,,,,
3462,,,,Fletchers,,,,,Mount Eliza,,,,,,,,
3463,,,,Eview Group,,1059000.0,1136687.5,1191000.0,Mount Eliza,,,,,,,,
3464,,,,Raine & Horne,,,,,Mount Eliza,,,,,,,,
3465,,,,Woodards,,,,,Mount Eliza,,,,,,,,
3466,,,,McGrath,,,,,Mount Eliza,,,,,,,,
3467,,,,Marshall White,,,,,Mount Eliza,,,,,,,,
3468,,,,Hodges,,,,,Mount Eliza,,,,,,,,
3469,,,,Jellis Craig & Company Pty Ltd,,,,,Mount Eliza,,,,,,,,
3470,,,,Noel Jones,,,,,Mount Eliza,,,,,,,,
3471,,,,RT Edgar,,986000.0,1267333.3333333333,1595000.0,Mount Eliza,,,,,,,,
3472,,,,Philip Webb,,,,,Mount Eliza,,,,,,,,
3473,,,,Bell Real Estate,,,,,Mount Eliza,,,,,,,,
3474,,,,hockingstuart ,,,,,Mount Eliza,,,,,,,,
3475,,,,Sweeney Estate Agents,,,,,Mount Eliza,,,,,,,,
3476,,,,Brad Teal Real Estate,,,,,Mount Eliza,,,,,,,,
3477,,,,Grant's Estate Agents,,,,,Mount Eliza,,,,,,,,
3478,,,,Barry Plant ,,,,,Mount Eliza,,,,,,,,
3479,,,,Hayeswinckle,,,,,Mount Eliza,,,,,,,,
3480,,,,Harcourts Rata & Co,,,,,Mount Eliza,,,,,,,,
3481,,,,Alex Scott & Staff,,,,,Mount Eliza,,,,,,,,
3482,,,,Jellis Craig ,,,,,Mount Eliza,,,,,,,,
3483,,,,PRDnationwide,,,,,Mount Eliza,,,,,,,,
3484,,,,PRD Nationwide,,,,,Mount Eliza,,,,,,,,
3485,,,,Miles Real Estate,,,,,Mount Eliza,,,,,,,,
3486,,,,Gary Peer & Associates,,,,,Mount Eliza,,,,,,,,
3487,,,,Love & Co,,,,,Mount Eliza,,,,,,,,
3488,,,,Ray White Oakleigh,,,,,Mount Eliza,,,,,,,,
3489,,,,Morrison Kleeman Estate Agents Greensborough Doreen,,,,,Mount Eliza,,,,,,,,
3490,,,,Landmark Harcourts,,,,,Mount Eliza,,,,,,,,
3491,,,,Ray White ,,,,,Mount Eliza,,,,,,,,
3492,,,,Professionals Methven Group,,,,,Mount Eliza,,,,,,,,
3493,,,,Kay & Burton,,,,,Mount Eliza,,,,,,,,
3494,,,,Jas Stephens Real Estate,,,,,Mount Eliza,,,,,,,,
3495,,,,First National Real Estate Neilson Partners,,,,,Mount Eliza,,,,,,,,
3496,,,,Clark NextRE,,,,,Mount Eliza,,,,,,,,
3497,,,,Professionals,,,,,Mount Eliza,,,,,,,,
3498,,,,Ballarat Real Estate,,,,,Mount Eliza,,,,,,,,
3499,,,,Elders Real Estate,,,,,Mount Eliza,,,,,,,,
3500,,,,Ray White,,,,,Torquay,,,,,,,,
3501,,,,Barry Plant,,,,,Torquay,,,,,,,,
3502,,,,None,,,,,Torquay,,,,,,,,
3503,,562000.0,1260000.0,hockingstuart,,633000.0,,,Torquay,,,,,,,,
3504,,,,Stockdale & Leggo,,,,,Torquay,,,,,,,,
3505,,,,Nelson Alexander,,,,,Torquay,,,,,,,,
3506,,,,Harcourts,,,,,Torquay,,,,,,,,
3507,,,,Buxton,,,,,Torquay,,,,,,,,
3508,,,,LJ Hooker,,,,,Torquay,,,,,,,,
3509,,,,Jellis Craig,,,,,Torquay,,,,,,,,
3510,,,,Biggin & Scott,,,,,Torquay,,,,,,,,
3511,,,,OBrien Real Estate,,,,,Torquay,,,,,,,,
3512,,,,Fletchers,,,,,Torquay,,,,,,,,
3513,,,,Eview Group,,,,,Torquay,,,,,,,,
3514,,,,Raine & Horne,,,,,Torquay,,,,,,,,
3515,,,,Woodards,,,,,Torquay,,,,,,,,
3516,,,,McGrath,,,,,Torquay,,,,,,,,
3517,,,,Marshall White,,,,,Torquay,,,,,,,,
3518,,,,Hodges,,,,,Torquay,,,,,,,,
3519,,,,Jellis Craig & Company Pty Ltd,,,,,Torquay,,,,,,,,
3520,,,,Noel Jones,,,,,Torquay,,,,,,,,
3521,,,,RT Edgar,,,,,Torquay,,,,,,,,
3522,,,,Philip Webb,,,,,Torquay,,,,,,,,
3523,,,,Bell Real Estate,,,,,Torquay,,,,,,,,
3524,,,,hockingstuart ,,,,,Torquay,,,,,,,,
3525,,,,Sweeney Estate Agents,,,,,Torquay,,,,,,,,
3526,,,,Brad Teal Real Estate,,,,,Torquay,,,,,,,,
3527,,,,Grant's Estate Agents,,,,,Torquay,,,,,,,,
3528,,,,Barry Plant ,,,,,Torquay,,,,,,,,
3529,,,,Hayeswinckle,,,,1370000.0,Torquay,,,,,,,,
3530,,,,Harcourts Rata & Co,,,,,Torquay,,,,,,,,
3531,,,,Alex Scott & Staff,,,,,Torquay,,,,,,,,
3532,,,,Jellis Craig ,,,,,Torquay,,,,,,,,
3533,,,,PRDnationwide,,,,,Torquay,,,,,,,,
3534,,,,PRD Nationwide,,,,,Torquay,,,,,,,,
3535,,,,Miles Real Estate,,,,,Torquay,,,,,,,,
3536,,,,Gary Peer & Associates,,,,,Torquay,,,,,,,,
3537,,,,Love & Co,,,,,Torquay,,,,,,,,
3538,,,,Ray White Oakleigh,,,,,Torquay,,,,,,,,
3539,,,,Morrison Kleeman Estate Agents Greensborough Doreen,,,,,Torquay,,,,,,,,
3540,,,,Landmark Harcourts,,,,,Torquay,,,,,,,,
3541,,,,Ray White ,,,,,Torquay,,,,,,,,
3542,,,,Professionals Methven Group,,,,,Torquay,,,,,,,,
3543,,,,Kay & Burton,,,,,Torquay,,,,,,,,
3544,,,,Jas Stephens Real Estate,,,,,Torquay,,,,,,,,
3545,,,,First National Real Estate Neilson Partners,,,,,Torquay,,,,,,,,
3546,,,,Clark NextRE,,,,,Torquay,,,,,,,,
3547,,,,Professionals,,,,,Torquay,,,,,,,,
3548,,,,Ballarat Real Estate,,,,,Torquay,,,,,,,,
